investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV002960,2024-01-04,119120,Sip,15426,Madhya Pradesh,Indore,T30,36-45,Male,57.1,Cheque,Verified
INV003342,2024-01-04,100025,Redemption,345140,Tamil Nadu,Chennai,T30,56+,Male,32.8,Cheque,Verified
INV002748,2024-01-04,119120,Sip,533,Punjab,Amritsar,B30,26-35,Male,7.8,Net Banking,Verified
INV004880,2024-01-04,125497,Sip,6167,Punjab,Chandigarh,T30,26-35,Male,6.3,UPI,Verified
INV002436,2024-01-04,149322,Sip,5899,Gujarat,Surat,T30,46-55,Male,28.8,Net Banking,Verified
INV002659,2024-01-04,125497,Redemption,218077,Madhya Pradesh,Bhopal,B30,36-45,Female,56.5,Mandate,Verified
INV003196,2024-01-04,101207,Sip,2483,West Bengal,Kolkata,T30,26-35,Female,20.1,UPI,Verified
INV000874,2024-01-04,120844,Sip,1162,Tamil Nadu,Chennai,T30,56+,Male,19.1,Net Banking,Verified
INV000386,2024-01-04,119093,Sip,57205,Haryana,Faridabad,B30,36-45,Male,14.2,Net Banking,Verified
INV001536,2024-01-04,119598,Sip,1762,Karnataka,Mysore,B30,26-35,Male,17.9,Cheque,Verified
INV002642,2024-01-04,148568,Sip,911,Haryana,Gurugram,T30,46-55,Female,48.8,UPI,Verified
INV004452,2024-01-05,149324,Sip,4901,Rajasthan,Udaipur,B30,26-35,Male,17.6,Net Banking,Verified
INV003171,2024-01-05,120505,Sip,5100,Rajasthan,Jaipur,T30,36-45,Female,16.3,Cheque,Verified
INV000926,2024-01-05,120507,Sip,7278,Delhi,New Delhi,T30,36-45,Male,46.1,Mandate,Verified
INV001070,2024-01-05,120843,Sip,52410,Tamil Nadu,Coimbatore,B30,26-35,Male,11.9,Cheque,Verified
INV004919,2024-01-05,100033,Lumpsum,243656,Telangana,Hyderabad,T30,26-35,Male,6.6,Cheque,Verified
INV002656,2024-01-05,118636,Lumpsum,265566,Tamil Nadu,Coimbatore,B30,26-35,Male,9.6,Mandate,Verified
INV003072,2024-01-05,119094,Sip,28652,Tamil Nadu,Coimbatore,B30,18-25,Male,3.8,UPI,Verified
INV003846,2024-01-05,102886,Redemption,8986,Uttar Pradesh,Agra,B30,46-55,Female,44.2,Mandate,Verified
INV004400,2024-01-05,120841,Lumpsum,522907,Uttar Pradesh,Agra,B30,26-35,Male,19.5,Cheque,Verified
INV003028,2024-01-05,100033,Sip,7663,Tamil Nadu,Chennai,T30,26-35,Female,12.8,Cheque,Verified
INV004733,2024-01-05,149323,Sip,822,Telangana,Hyderabad,T30,18-25,Male,5.4,Cheque,Verified
INV002610,2024-01-05,100016,Sip,4252,Tamil Nadu,Coimbatore,B30,36-45,Female,31.7,Net Banking,Verified
INV000476,2024-01-05,100033,Sip,47424,Gujarat,Surat,T30,46-55,Female,21.2,Net Banking,Verified
INV003516,2024-01-05,118635,Lumpsum,363022,Delhi,Gurugram,T30,36-45,Female,14.0,Mandate,Verified
INV000181,2024-01-05,118633,Sip,8019,Uttar Pradesh,Lucknow,T30,36-45,Male,36.2,Cheque,Verified
INV002225,2024-01-05,120844,Sip,2284,Punjab,Amritsar,B30,46-55,Male,86.2,Mandate,Verified
INV003251,2024-01-05,149324,Lumpsum,341468,Tamil Nadu,Coimbatore,B30,36-45,Female,52.4,Net Banking,Verified
INV003193,2024-01-05,119599,Sip,4260,Rajasthan,Jaipur,T30,36-45,Male,40.4,Net Banking,Verified
INV004998,2024-01-05,120844,Lumpsum,295114,Gujarat,Ahmedabad,T30,36-45,Male,24.2,Net Banking,Verified
INV004981,2024-01-05,149323,Sip,7677,Haryana,Faridabad,B30,18-25,Male,3.5,Net Banking,Verified
INV003075,2024-01-05,100025,Sip,8649,Delhi,Gurugram,T30,46-55,Male,83.5,Net Banking,Verified
INV001651,2024-01-05,149323,Sip,6844,Gujarat,Ahmedabad,T30,18-25,Male,4.1,UPI,Verified
INV004478,2024-01-05,101206,Redemption,308976,Delhi,New Delhi,T30,26-35,Male,13.8,Mandate,Verified
INV004743,2024-01-05,119092,Sip,15224,Maharashtra,Nashik,B30,36-45,Male,18.7,Mandate,Verified
INV003198,2024-01-05,120843,Sip,46712,Uttar Pradesh,Lucknow,T30,46-55,Female,37.0,Net Banking,Verified
INV003076,2024-01-05,120507,Redemption,197940,Haryana,Gurugram,T30,26-35,Male,20.2,UPI,Verified
INV003427,2024-01-05,118633,Redemption,193289,West Bengal,Kolkata,T30,18-25,Male,4.4,UPI,Verified
INV003505,2024-01-05,148568,Redemption,13457,West Bengal,Kolkata,T30,56+,Female,53.5,UPI,Verified
INV001811,2024-01-05,119552,Lumpsum,48636,Punjab,Amritsar,B30,18-25,Male,7.8,Net Banking,Verified
INV000762,2024-01-05,101208,Lumpsum,141489,Delhi,Gurugram,T30,36-45,Female,29.8,Net Banking,Verified
INV001930,2024-01-05,125497,Sip,1092,Tamil Nadu,Chennai,T30,26-35,Female,8.8,Mandate,Verified
INV000535,2024-01-05,118636,Sip,26387,Tamil Nadu,Coimbatore,B30,36-45,Male,18.7,Cheque,Verified
INV000642,2024-01-05,119092,Redemption,413094,Gujarat,Surat,T30,26-35,Male,15.6,Mandate,Verified
INV003641,2024-01-05,120505,Sip,6819,Telangana,Hyderabad,T30,26-35,Female,13.1,Net Banking,Verified
INV001027,2024-01-05,119552,Redemption,347503,West Bengal,Kolkata,T30,46-55,Female,62.7,Net Banking,Verified
INV000058,2024-01-05,120841,Lumpsum,248336,Maharashtra,Mumbai,T30,26-35,Male,19.9,Net Banking,Verified
INV004257,2024-01-05,119094,Redemption,301471,Telangana,Hyderabad,T30,36-45,Male,22.0,Mandate,Pending
INV004889,2024-01-05,149323,Lumpsum,330076,Rajasthan,Jaipur,T30,46-55,Male,34.5,Mandate,Verified
INV003063,2024-01-05,148569,Sip,869,Maharashtra,Mumbai,T30,36-45,Female,45.0,Net Banking,Verified
INV001269,2024-01-05,100033,Lumpsum,432672,Maharashtra,Mumbai,T30,26-35,Male,14.4,UPI,Pending
INV003937,2024-01-05,102885,Lumpsum,451983,Maharashtra,Nashik,B30,56+,Male,31.8,Net Banking,Verified
INV000786,2024-01-05,119095,Sip,1199,Madhya Pradesh,Bhopal,B30,26-35,Male,17.9,UPI,Verified
INV002567,2024-01-05,120842,Sip,9018,Madhya Pradesh,Indore,T30,36-45,Male,20.3,Cheque,Verified
INV004992,2024-01-05,101208,Sip,434,Rajasthan,Udaipur,B30,26-35,Male,11.1,Cheque,Verified
INV001636,2024-01-05,119094,Sip,8674,Rajasthan,Udaipur,B30,18-25,Male,6.0,Mandate,Verified
INV004902,2024-01-05,119552,Lumpsum,25230,Rajasthan,Jaipur,T30,18-25,Female,6.1,Mandate,Verified
INV002947,2024-01-05,148569,Sip,8881,Maharashtra,Nashik,B30,46-55,Male,73.3,UPI,Verified
INV003795,2024-01-05,101208,Sip,4746,West Bengal,Kolkata,T30,18-25,Male,7.6,Mandate,Verified
INV003216,2024-01-05,119551,Lumpsum,59528,Delhi,New Delhi,T30,36-45,Male,12.6,UPI,Verified
INV001629,2024-01-05,118634,Lumpsum,26213,Madhya Pradesh,Indore,T30,26-35,Male,15.0,Cheque,Verified
INV002611,2024-01-05,120507,Redemption,373343,West Bengal,Kolkata,T30,26-35,Male,21.5,Net Banking,Verified
INV004340,2024-01-05,102885,Redemption,151645,Karnataka,Mysore,B30,26-35,Male,17.9,Cheque,Verified
INV004096,2024-01-05,101207,Sip,44821,Tamil Nadu,Coimbatore,B30,36-45,Male,57.1,Net Banking,Verified
INV004291,2024-01-05,149323,Redemption,402785,Telangana,Hyderabad,T30,56+,Female,30.4,Net Banking,Verified
INV002154,2024-01-05,149324,Redemption,188124,Uttar Pradesh,Lucknow,T30,36-45,Male,40.5,Mandate,Verified
INV004414,2024-01-05,118635,Redemption,294110,Uttar Pradesh,Lucknow,T30,26-35,Male,6.6,Mandate,Verified
INV000854,2024-01-05,119093,Sip,2770,Karnataka,Bangalore,T30,46-55,Female,79.7,Mandate,Verified
INV001295,2024-01-05,119120,Sip,6736,Madhya Pradesh,Indore,T30,36-45,Male,30.8,Cheque,Verified
INV000461,2024-01-05,125498,Sip,10676,Punjab,Chandigarh,T30,36-45,Male,26.9,Net Banking,Pending
INV000065,2024-01-05,149322,Redemption,89612,Maharashtra,Mumbai,T30,46-55,Female,43.2,UPI,Verified
INV003211,2024-01-05,101206,Lumpsum,405816,Uttar Pradesh,Lucknow,T30,36-45,Male,55.1,Cheque,Verified
INV002530,2024-01-05,119093,Sip,13177,Telangana,Hyderabad,T30,36-45,Male,53.9,Cheque,Pending
INV004472,2024-01-05,120843,Lumpsum,331877,West Bengal,Kolkata,T30,26-35,Female,19.1,Net Banking,Verified
INV000791,2024-01-05,119598,Sip,13272,Madhya Pradesh,Bhopal,B30,26-35,Male,18.4,Mandate,Verified
INV000797,2024-01-05,118636,Redemption,372649,Rajasthan,Jaipur,T30,36-45,Female,53.7,Mandate,Verified
INV003744,2024-01-06,118632,Lumpsum,123594,Karnataka,Mysore,B30,18-25,Female,4.1,Net Banking,Verified
INV001492,2024-01-06,119552,Sip,2167,Tamil Nadu,Chennai,T30,26-35,Male,19.6,UPI,Verified
INV002796,2024-01-06,101207,Lumpsum,115644,Telangana,Hyderabad,T30,36-45,Male,48.8,UPI,Pending
INV001304,2024-01-06,125497,Sip,5514,Gujarat,Ahmedabad,T30,26-35,Male,21.8,Cheque,Pending
INV003998,2024-01-06,101208,Sip,11973,Telangana,Hyderabad,T30,26-35,Male,12.5,UPI,Verified
INV001058,2024-01-06,119598,Lumpsum,33691,Uttar Pradesh,Kanpur,B30,36-45,Male,28.2,Cheque,Verified
INV003636,2024-01-06,119552,Sip,2299,West Bengal,Kolkata,T30,46-55,Female,94.0,Net Banking,Verified
INV001630,2024-01-06,119093,Sip,27077,Telangana,Hyderabad,T30,36-45,Male,15.4,Net Banking,Verified
INV003991,2024-01-06,120504,Sip,3089,Tamil Nadu,Chennai,T30,26-35,Female,20.9,Mandate,Verified
INV000668,2024-01-06,101207,Sip,2570,Telangana,Hyderabad,T30,18-25,Male,4.8,Cheque,Verified
INV001848,2024-01-06,148569,Sip,16080,Punjab,Chandigarh,T30,26-35,Male,10.9,Cheque,Verified
INV003876,2024-01-06,100033,Redemption,237658,Rajasthan,Udaipur,B30,18-25,Male,5.6,Net Banking,Verified
INV003022,2024-01-06,101207,Lumpsum,445481,Telangana,Hyderabad,T30,46-55,Male,60.2,Mandate,Verified
INV002250,2024-01-06,102887,Lumpsum,554938,Telangana,Hyderabad,T30,36-45,Male,20.4,Mandate,Verified
INV004594,2024-01-06,149322,Lumpsum,119338,Haryana,Gurugram,T30,26-35,Female,9.8,Cheque,Verified
INV001283,2024-01-06,119599,Lumpsum,33527,Telangana,Hyderabad,T30,18-25,Male,4.6,Cheque,Pending
INV002835,2024-01-06,149322,Sip,5894,Haryana,Faridabad,B30,26-35,Male,11.2,Cheque,Verified
INV002776,2024-01-06,101207,Sip,989,Tamil Nadu,Coimbatore,B30,18-25,Male,5.8,Net Banking,Pending
INV003143,2024-01-06,120843,Lumpsum,249341,Karnataka,Mysore,B30,18-25,Female,5.9,Cheque,Verified
INV003696,2024-01-06,120504,Lumpsum,401559,Tamil Nadu,Coimbatore,B30,18-25,Female,4.0,Net Banking,Verified
INV000783,2024-01-06,148569,Lumpsum,60606,Gujarat,Ahmedabad,T30,46-55,Male,92.0,Cheque,Pending
INV000783,2024-01-06,100033,Lumpsum,330093,Gujarat,Ahmedabad,T30,46-55,Male,92.0,Cheque,Verified
INV003060,2024-01-06,120507,Sip,10941,Rajasthan,Jaipur,T30,56+,Female,16.6,Cheque,Verified
INV000974,2024-01-06,120506,Sip,6150,Maharashtra,Mumbai,T30,46-55,Male,88.6,UPI,Verified
INV000126,2024-01-06,101207,Lumpsum,151709,Maharashtra,Mumbai,T30,26-35,Male,19.4,Mandate,Pending
INV004134,2024-01-06,148569,Sip,3144,West Bengal,Kolkata,T30,36-45,Male,24.4,Mandate,Verified
INV001131,2024-01-06,120505,Lumpsum,513257,Tamil Nadu,Coimbatore,B30,36-45,Female,32.0,Mandate,Verified
INV004811,2024-01-06,120841,Redemption,39649,Punjab,Amritsar,B30,26-35,Female,9.4,UPI,Verified
INV003691,2024-01-06,118632,Sip,1128,Haryana,Faridabad,B30,18-25,Male,3.1,Net Banking,Verified
INV001902,2024-01-06,120843,Sip,2179,Punjab,Chandigarh,T30,46-55,Female,22.2,Net Banking,Verified
INV004230,2024-01-06,120841,Lumpsum,31627,Karnataka,Bangalore,T30,18-25,Female,7.4,Cheque,Verified
INV001923,2024-01-06,102886,Sip,1042,Gujarat,Surat,T30,18-25,Female,4.0,Mandate,Verified
INV002658,2024-01-06,120503,Lumpsum,41413,Madhya Pradesh,Indore,T30,26-35,Female,16.8,Net Banking,Verified
INV001953,2024-01-06,101208,Lumpsum,420171,Haryana,Faridabad,B30,46-55,Male,55.0,Net Banking,Verified
INV002565,2024-01-06,119599,Lumpsum,63809,Rajasthan,Jaipur,T30,26-35,Male,10.0,Mandate,Verified
INV001770,2024-01-06,118636,Lumpsum,138095,Telangana,Hyderabad,T30,18-25,Male,6.3,Cheque,Verified
INV000960,2024-01-06,120507,Sip,12641,West Bengal,Kolkata,T30,46-55,Male,90.6,Cheque,Pending
INV001924,2024-01-06,125497,Sip,2361,Karnataka,Bangalore,T30,18-25,Male,4.9,Net Banking,Verified
INV003097,2024-01-06,120842,Sip,9469,Punjab,Chandigarh,T30,26-35,Male,21.5,Net Banking,Verified
INV000166,2024-01-06,149324,Sip,2824,Telangana,Hyderabad,T30,26-35,Male,24.4,Mandate,Verified
INV001870,2024-01-06,118636,Sip,57785,Madhya Pradesh,Indore,T30,26-35,Male,19.3,UPI,Verified
INV004329,2024-01-06,102886,Sip,2439,Haryana,Gurugram,T30,18-25,Female,7.5,Net Banking,Verified
INV004832,2024-01-06,119551,Redemption,359828,Uttar Pradesh,Kanpur,B30,18-25,Male,3.8,Net Banking,Verified
INV001043,2024-01-06,149324,Sip,3166,Haryana,Gurugram,T30,18-25,Male,7.8,UPI,Verified
INV001656,2024-01-06,119120,Redemption,357463,Madhya Pradesh,Bhopal,B30,26-35,Male,19.4,Mandate,Verified
INV004412,2024-01-06,148568,Sip,2615,Punjab,Amritsar,B30,26-35,Female,21.6,UPI,Verified
INV003040,2024-01-06,148568,Sip,1616,Karnataka,Bangalore,T30,26-35,Female,15.3,Mandate,Verified
INV002034,2024-01-06,120842,Sip,28965,Uttar Pradesh,Lucknow,T30,26-35,Male,10.0,UPI,Verified
INV004185,2024-01-06,118633,Sip,2625,Tamil Nadu,Coimbatore,B30,46-55,Male,38.5,Cheque,Verified
INV000182,2024-01-06,120842,Redemption,309923,Tamil Nadu,Chennai,T30,36-45,Male,38.1,Net Banking,Verified
INV004497,2024-01-06,119120,Sip,42251,Rajasthan,Jaipur,T30,26-35,Female,13.3,UPI,Verified
INV000163,2024-01-06,100033,Sip,26952,Uttar Pradesh,Kanpur,B30,46-55,Male,70.4,Cheque,Verified
INV003894,2024-01-06,119552,Lumpsum,404974,Tamil Nadu,Coimbatore,B30,26-35,Male,14.9,Mandate,Verified
INV001720,2024-01-06,119094,Redemption,197973,Karnataka,Mysore,B30,36-45,Male,43.6,Mandate,Verified
INV000104,2024-01-06,149322,Sip,29462,Madhya Pradesh,Indore,T30,26-35,Male,8.1,Cheque,Pending
INV002548,2024-01-06,118632,Sip,59410,Haryana,Gurugram,T30,26-35,Male,21.3,UPI,Verified
INV002329,2024-01-06,120842,Sip,8132,Madhya Pradesh,Indore,T30,56+,Male,51.2,Cheque,Verified
INV003070,2024-01-06,119092,Sip,26490,West Bengal,Kolkata,T30,26-35,Male,23.7,Cheque,Verified
INV003564,2024-01-06,148569,Sip,53136,Telangana,Hyderabad,T30,18-25,Male,6.8,Mandate,Verified
INV000408,2024-01-07,120843,Redemption,118820,Punjab,Amritsar,B30,56+,Male,62.3,Net Banking,Verified
INV000231,2024-01-07,119095,Redemption,221924,Rajasthan,Udaipur,B30,26-35,Female,22.9,Cheque,Verified
INV000091,2024-01-07,101208,Sip,8317,Haryana,Gurugram,T30,26-35,Male,14.6,Net Banking,Verified
INV001735,2024-01-07,119552,Sip,16939,Maharashtra,Pune,T30,56+,Male,41.9,Net Banking,Verified
INV000894,2024-01-07,100033,Redemption,219820,Tamil Nadu,Coimbatore,B30,36-45,Female,32.0,Net Banking,Verified
INV000962,2024-01-07,120842,Lumpsum,422124,Punjab,Chandigarh,T30,26-35,Male,24.5,Cheque,Verified
INV001723,2024-01-07,119094,Sip,6112,Tamil Nadu,Chennai,T30,26-35,Male,14.2,Cheque,Verified
INV003085,2024-01-07,119092,Redemption,181536,Delhi,Gurugram,T30,36-45,Female,29.2,UPI,Verified
INV003325,2024-01-07,101206,Sip,2768,Haryana,Faridabad,B30,26-35,Male,17.3,Cheque,Verified
INV004132,2024-01-07,119094,Lumpsum,263193,Rajasthan,Jaipur,T30,18-25,Male,6.3,Net Banking,Verified
INV003322,2024-01-07,120506,Sip,4204,Rajasthan,Jaipur,T30,26-35,Male,22.7,Cheque,Verified
INV004841,2024-01-07,101207,Sip,592,West Bengal,Kolkata,T30,26-35,Male,21.4,Cheque,Verified
INV004119,2024-01-07,119551,Redemption,376569,Uttar Pradesh,Kanpur,B30,26-35,Female,13.0,UPI,Verified
INV001476,2024-01-07,119092,Sip,10756,Rajasthan,Jaipur,T30,36-45,Male,38.1,Cheque,Pending
INV000667,2024-01-07,101208,Lumpsum,390649,Telangana,Hyderabad,T30,26-35,Male,7.5,Mandate,Verified
INV001689,2024-01-07,120505,Lumpsum,473543,Haryana,Faridabad,B30,36-45,Male,40.4,Cheque,Verified
INV003422,2024-01-07,119598,Sip,17031,Uttar Pradesh,Lucknow,T30,26-35,Male,9.0,UPI,Verified
INV002471,2024-01-07,120844,Sip,1126,Punjab,Chandigarh,T30,18-25,Male,3.1,Net Banking,Verified
INV001274,2024-01-07,119092,Lumpsum,136990,Maharashtra,Mumbai,T30,36-45,Female,55.7,Mandate,Verified
INV004336,2024-01-07,120842,Lumpsum,117691,West Bengal,Kolkata,T30,46-55,Female,35.0,Cheque,Verified
INV001036,2024-01-07,149323,Sip,2621,Punjab,Chandigarh,T30,46-55,Female,40.5,Net Banking,Verified
INV001363,2024-01-07,118632,Sip,58920,Karnataka,Mysore,B30,56+,Male,29.4,UPI,Verified
INV000339,2024-01-07,120843,Lumpsum,133844,Uttar Pradesh,Kanpur,B30,26-35,Male,22.3,Net Banking,Verified
INV003377,2024-01-07,148567,Lumpsum,275934,Uttar Pradesh,Agra,B30,36-45,Male,53.9,Net Banking,Verified
INV002732,2024-01-07,120843,Sip,1047,Uttar Pradesh,Lucknow,T30,18-25,Male,4.5,UPI,Verified
INV000766,2024-01-07,148568,Sip,7948,Uttar Pradesh,Agra,B30,46-55,Male,88.1,Net Banking,Verified
INV004894,2024-01-07,120506,Sip,2960,Telangana,Hyderabad,T30,26-35,Female,21.0,UPI,Verified
INV000308,2024-01-07,119095,Redemption,15648,West Bengal,Kolkata,T30,36-45,Male,52.4,UPI,Verified
INV000307,2024-01-07,149323,Lumpsum,81645,Telangana,Hyderabad,T30,18-25,Male,7.8,Mandate,Verified
INV004258,2024-01-07,119552,Redemption,57695,Gujarat,Ahmedabad,T30,36-45,Male,56.6,Cheque,Verified
INV003343,2024-01-07,119095,Redemption,96619,Telangana,Hyderabad,T30,36-45,Male,26.0,Mandate,Verified
INV004639,2024-01-07,101208,Redemption,396767,Rajasthan,Jaipur,T30,18-25,Female,6.0,Cheque,Verified
INV001491,2024-01-07,149322,Sip,4575,Tamil Nadu,Chennai,T30,56+,Male,78.5,Mandate,Verified
INV001006,2024-01-07,101208,Sip,2104,Tamil Nadu,Coimbatore,B30,56+,Female,75.6,Net Banking,Verified
INV000288,2024-01-07,118634,Sip,55146,Telangana,Hyderabad,T30,26-35,Male,10.1,Cheque,Verified
INV003054,2024-01-07,120843,Sip,6158,Telangana,Hyderabad,T30,56+,Female,77.1,Cheque,Verified
INV004349,2024-01-07,119092,Lumpsum,416883,Haryana,Gurugram,T30,26-35,Female,9.3,UPI,Verified
INV003341,2024-01-07,149322,Lumpsum,76277,Rajasthan,Jaipur,T30,26-35,Male,23.0,Cheque,Verified
INV004754,2024-01-07,119552,Sip,4842,Telangana,Hyderabad,T30,36-45,Female,51.5,Net Banking,Verified
INV002870,2024-01-07,125498,Lumpsum,423490,Karnataka,Mysore,B30,26-35,Female,23.7,Net Banking,Verified
INV003411,2024-01-07,149324,Sip,2954,Tamil Nadu,Chennai,T30,26-35,Male,14.2,Net Banking,Verified
INV000155,2024-01-07,120506,Redemption,230658,Madhya Pradesh,Bhopal,B30,26-35,Female,17.4,Net Banking,Verified
INV000855,2024-01-07,101206,Sip,490,Maharashtra,Pune,T30,56+,Male,57.1,Cheque,Verified
INV004185,2024-01-07,101206,Sip,2462,Tamil Nadu,Coimbatore,B30,46-55,Male,38.5,Cheque,Verified
INV002834,2024-01-07,120841,Redemption,368938,West Bengal,Kolkata,T30,18-25,Male,6.9,Net Banking,Verified
INV004498,2024-01-07,119120,Redemption,253111,Punjab,Chandigarh,T30,26-35,Male,6.7,UPI,Verified
INV004008,2024-01-07,101208,Sip,471,Maharashtra,Nashik,B30,46-55,Male,17.2,UPI,Verified
INV001602,2024-01-07,100016,Sip,17107,West Bengal,Kolkata,T30,36-45,Male,27.0,Mandate,Verified
INV003319,2024-01-07,102886,Sip,4604,Punjab,Chandigarh,T30,26-35,Male,12.8,Mandate,Verified
INV001447,2024-01-07,120841,Redemption,75406,Madhya Pradesh,Indore,T30,26-35,Female,14.6,Mandate,Verified
INV002599,2024-01-07,149322,Sip,2827,Gujarat,Surat,T30,26-35,Male,11.4,Cheque,Verified
INV000032,2024-01-07,119120,Redemption,291165,Delhi,Noida,T30,36-45,Male,21.8,Cheque,Verified
INV002505,2024-01-07,120841,Sip,8163,Tamil Nadu,Coimbatore,B30,36-45,Female,21.1,UPI,Verified
INV000583,2024-01-07,119092,Redemption,344315,Punjab,Amritsar,B30,26-35,Male,8.7,Cheque,Verified
INV000476,2024-01-07,120505,Sip,9845,Gujarat,Surat,T30,46-55,Female,21.2,Mandate,Verified
INV004427,2024-01-07,100016,Sip,12756,Punjab,Amritsar,B30,36-45,Female,54.2,UPI,Verified
INV000540,2024-01-07,120843,Redemption,410824,Tamil Nadu,Coimbatore,B30,26-35,Female,10.4,Mandate,Verified
INV001961,2024-01-07,120503,Sip,2278,Delhi,Gurugram,T30,26-35,Male,23.4,Cheque,Verified
INV003279,2024-01-07,119120,Sip,14432,Rajasthan,Jaipur,T30,46-55,Female,19.4,Net Banking,Pending
INV002329,2024-01-07,120842,Sip,26835,Madhya Pradesh,Indore,T30,56+,Male,51.2,UPI,Verified
INV000542,2024-01-07,118632,Sip,2033,Haryana,Faridabad,B30,36-45,Male,20.3,Cheque,Verified
INV004576,2024-01-07,148569,Redemption,200234,Rajasthan,Jaipur,T30,46-55,Male,54.5,Net Banking,Verified
INV001311,2024-01-07,102887,Sip,553,Telangana,Hyderabad,T30,26-35,Male,20.9,Mandate,Verified
INV001327,2024-01-07,120842,Sip,5741,Delhi,New Delhi,T30,36-45,Male,31.2,UPI,Verified
INV002361,2024-01-08,101207,Sip,42978,Gujarat,Surat,T30,36-45,Male,59.3,Net Banking,Verified
INV004088,2024-01-08,118636,Lumpsum,225281,Tamil Nadu,Chennai,T30,36-45,Male,26.8,UPI,Verified
INV001581,2024-01-08,100025,Lumpsum,194939,Madhya Pradesh,Indore,T30,18-25,Female,5.7,Net Banking,Verified
INV004493,2024-01-08,119599,Redemption,115716,Tamil Nadu,Chennai,T30,36-45,Male,19.3,UPI,Verified
INV000309,2024-01-08,125498,Sip,2302,Delhi,Gurugram,T30,26-35,Male,18.1,Mandate,Verified
INV001696,2024-01-08,120507,Sip,2285,West Bengal,Kolkata,T30,56+,Female,55.8,Net Banking,Pending
INV002847,2024-01-08,120841,Redemption,255648,Haryana,Faridabad,B30,26-35,Male,13.4,Cheque,Verified
INV000074,2024-01-08,148567,Sip,2005,Rajasthan,Jaipur,T30,26-35,Female,8.4,UPI,Verified
INV004714,2024-01-08,100033,Lumpsum,337687,Madhya Pradesh,Bhopal,B30,36-45,Male,31.3,Cheque,Verified
INV003294,2024-01-08,118634,Redemption,249450,Madhya Pradesh,Bhopal,B30,26-35,Female,11.1,Mandate,Verified
INV004450,2024-01-08,100016,Sip,55566,Tamil Nadu,Coimbatore,B30,36-45,Male,16.7,Net Banking,Verified
INV003232,2024-01-08,120842,Redemption,423309,Maharashtra,Pune,T30,36-45,Female,30.9,Net Banking,Verified
INV001122,2024-01-08,148568,Sip,16130,Maharashtra,Mumbai,T30,46-55,Female,18.3,Cheque,Verified
INV004647,2024-01-08,100025,Lumpsum,218815,Madhya Pradesh,Indore,T30,36-45,Female,25.3,Cheque,Verified
INV001333,2024-01-08,100016,Sip,803,Haryana,Faridabad,B30,26-35,Female,19.0,Net Banking,Verified
INV001220,2024-01-08,119095,Sip,570,Punjab,Chandigarh,T30,36-45,Male,48.3,Cheque,Verified
INV004226,2024-01-08,118633,Redemption,88746,Punjab,Chandigarh,T30,18-25,Male,3.9,Net Banking,Verified
INV000081,2024-01-08,119095,Lumpsum,283811,Gujarat,Surat,T30,36-45,Male,31.0,Mandate,Verified
INV001021,2024-01-08,119093,Sip,20743,Maharashtra,Mumbai,T30,56+,Male,50.5,Mandate,Verified
INV000583,2024-01-08,120507,Lumpsum,278514,Punjab,Amritsar,B30,26-35,Male,8.7,Cheque,Verified
INV002679,2024-01-08,118636,Lumpsum,334718,Uttar Pradesh,Agra,B30,36-45,Male,33.8,Net Banking,Verified
INV003342,2024-01-08,119552,Redemption,189489,Tamil Nadu,Chennai,T30,56+,Male,32.8,UPI,Pending
INV002361,2024-01-08,102885,Sip,5081,Gujarat,Surat,T30,36-45,Male,59.3,Net Banking,Verified
INV001605,2024-01-08,120506,Sip,55254,Uttar Pradesh,Kanpur,B30,26-35,Female,12.4,Mandate,Verified
INV002796,2024-01-08,101207,Sip,917,Telangana,Hyderabad,T30,36-45,Male,48.8,Net Banking,Verified
INV000759,2024-01-08,148567,Sip,438,Gujarat,Ahmedabad,T30,26-35,Male,7.6,UPI,Verified
INV002932,2024-01-08,118634,Sip,2386,Haryana,Gurugram,T30,36-45,Female,28.4,Net Banking,Verified
INV000825,2024-01-08,125497,Lumpsum,342462,Madhya Pradesh,Bhopal,B30,18-25,Female,5.5,Cheque,Verified
INV000684,2024-01-08,120842,Redemption,117757,Rajasthan,Udaipur,B30,26-35,Male,10.4,UPI,Verified
INV001407,2024-01-08,149323,Sip,17925,Rajasthan,Udaipur,B30,26-35,Female,22.2,Cheque,Verified
INV000683,2024-01-08,148567,Sip,2362,Maharashtra,Mumbai,T30,26-35,Female,17.4,Net Banking,Verified
INV000399,2024-01-08,119094,Sip,1159,Karnataka,Bangalore,T30,26-35,Male,14.3,Net Banking,Verified
INV002232,2024-01-08,119552,Sip,17948,Karnataka,Bangalore,T30,26-35,Female,16.9,UPI,Verified
INV002549,2024-01-08,120506,Sip,1195,Delhi,New Delhi,T30,26-35,Male,12.5,Net Banking,Verified
INV003536,2024-01-08,118632,Sip,17568,Maharashtra,Nashik,B30,36-45,Male,36.9,UPI,Verified
INV001697,2024-01-08,120507,Sip,48897,Haryana,Gurugram,T30,18-25,Male,5.4,Mandate,Verified
INV001011,2024-01-08,100033,Sip,2227,Madhya Pradesh,Bhopal,B30,26-35,Male,14.4,Net Banking,Pending
INV001109,2024-01-08,102885,Sip,1652,Delhi,Noida,T30,26-35,Male,18.4,Net Banking,Verified
